Contig	T0-R-Dry-soil-A Mean	T0-R-Dry-soil-B Mean	T0-R-Dry-soil-C Mean	T1-R-H218O-A Mean	T1-R-H218O-B Mean	T1-R-H218O-C Mean	T1-R-H218O-P-A Mean	T1-R-H218O-P-B Mean	T1-R-H218O-P-C Mean	T1-R-H2O-A Mean	T1-R-H2O-B Mean	T1-R-H2O-C Mean	T1-R-H2O-P-A Mean	T1-R-H2O-P-B Mean	T1-R-H2O-P-C Mean	T2-R-H218O-A Mean	T2-R-H218O-B Mean	T2-R-H218O-C Mean	T2-R-H218O-P-A Mean	T2-R-H218O-P-B Mean	T2-R-H218O-P-C Mean	T2-R-H2O-A Mean	T2-R-H2O-B Mean	T2-R-H2O-C Mean	T2-R-H2O-P-A Mean	T2-R-H2O-P-B Mean	T2-R-H2O-P-C Mean	T3-R-H218O-A Mean	T3-R-H218O-B Mean	T3-R-H218O-C Mean	T3-R-H218O-P-A Mean	T3-R-H218O-P-B Mean	T3-R-H218O-P-C Mean	T3-R-H2O-A Mean	T3-R-H2O-B Mean	T3-R-H2O-C Mean	T3-R-H2O-P-A Mean	T3-R-H2O-P-B Mean	T3-R-H2O-P-C Mean
NODE_182_length_60415_cov_19.452185__full	0	0	0	0	0.022699744	0.00962416	0.0075333943	0	0	0	0	0.00481208	0	0	0	0	0	0	0	0	0.01924832	0.00481208	0.00481208	0.00962416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_183_length_60383_cov_116.280688__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06448293	0	0	0	0	0	0	0	0.02307705	0
NODE_186_length_60076_cov_21.958134__full	0	0	0	0.019357206	0	0	0	0	0	0	0	0	0.003771318	0	0	0	0	0	0	0.014517905	0	0	0	0	0	0	0	0	0.004038314	0	0	0.0048393016	0.014117411	0	0	0	0	0	0
NODE_196_length_59443_cov_12.744153__full	0	0	0	0	0	0.014672896	0.004216349	0	0	0	0	0.0048909653	0	0	0	0	0	0	0	0	0	0	0	0.0048909653	0	0	0	0.0034068103	0	0.0048909653	0	0	0	0	0	0	0	0	0
NODE_199_length_59328_cov_19.540715__full	0	0	0	0	0	0	0.00490047	0.003954172	0	0	0.00490047	0	0.024451654	0	0	0	0	0.00490047	0	0	0	0.002450235	0.00490047	0	0.00980094	0	0	0.00490047	0.02828754	0.002450235	0.0024333368	0	0	0	0	0.002450235	0.0029064855	0	0
NODE_200_length_59310_cov_35.079630__full	0	0	0	0.009499662	0.004901961	0	0	0	0	0	0	0	0	0	0	0	0	0.027417174	0	0	0	0	0	0	0.014705882	0	0	0.009803922	0	0	0.004901961	0	0.004901961	0.00270453	0	0.009803922	0	0	0
NODE_201_length_59242_cov_19.850058__full	0.008732147	0	0	0.0049076015	0.019562716	0	0.03061328	0	0.017125838	0.014621269	0.014553578	0.024538008	0.024538008	0.008833683	0.018581195	0.0147228055	0.0049076015	0	0	0.0147228055	0.009002911	0.009815203	0.017058147	0	0.019630406	0	0.014621269	0.0049076015	0.009815203	0.008799838	0.03360861	0.0045691463	0.009815203	0.0049076015	0.0048568333	0	0.039260812	0	0
NODE_204_length_58903_cov_62.136657__full	0.017837387	0.021139346	0.017394856	0.0049359184	0.009088897	0.019743674	0.0049359184	0.029002775	0	0.018211836	0.030943101	0.024883837	0.0049359184	0	0.0049359184	0.03264514	0.03673004	0.0135822855	0.0093271835	0.0039827754	0.003676408	0.023249876	0.01623747	0.0093271835	0.0079995915	0	0.0049359184	0.009871837	0	0.003301959	0	0	0.0046635917	0.026381632	0.039010774	0.03342808	0	0	0
NODE_212_length_58519_cov_15.412924__full	0	0	0	0.019496651	0	0.004968391	0	0	0.009045898	0	0	0	0	0.004968391	0.009148692	0	0	0.0091144275	0	0	0.008600456	0.006510305	0	0	0.0089773685	0	0.004968391	0	0.0022957393	0	0.004968391	0.004968391	0	0.021963714	0.004968391	0	0.004968391	0.0044544195	0.004968391
NODE_216_length_58126_cov_26.607562__full	0	0	0	0	0.017800469	0.013315855	0	0	0	0.0050020698	0.007503105	0.0050020698	0	0.0050020698	0	0	0	0	0.0100041395	0.003932662	0	0.004933076	0.014040292	0	0.0044846144	0	0.012108459	0	0	0.005243549	0	0	0.0100041395	0.0038981647	0.0081413	0	0	0.01500621	0
NODE_220_length_57720_cov_90.276982__full	0.005037346	0	0	0.03208268	0	0.010074692	0.0053673787	0	0	0	0.005037346	0.008615598	0	0.025829425	0.005037346	0.015112038	0.0330033	0.010074692	0.010074692	0.002518673	0.005037346	0	0.007556019	0	0	0.010074692	0.010074692	0	0	0	0.025759945	0	0	0	0	0.005037346	0	0.014729894	0.013166579
NODE_223_length_57528_cov_60.278918__full	0	0	0	0	0.023388755	0.009899264	0.02079194	0.005054202	0.005054202	0.013559204	0.019589389	0	0.07448848	0.08930252	0.007982153	0	0.015162606	0.018613406	0.005054202	0.035379414	0.015162606	0	0	0.030325212	0.039318204	0.010108404	0.024643593	0.010108404	0.020216808	0.020216808	0	0.01258322	0	0.028896093	0.0021262504	0.020216808	0.028233819	0.03307888	0.005054202
NODE_232_length_56976_cov_14.827945__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010206596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_235_length_56714_cov_44.986735__full	0.005126936	0	0.015062584	0.03726752	0.010253872	0.06088678	0.028498692	0.020507744	0.015221695	0.1093982	0.10618061	0.081217736	0.041015487	0.04283643	0.048900362	0.036206774	0.027437946	0.015380807	0.032847747	0.01898734	0.01417863	0.041015487	0.06967329	0.06272541	0.013400749	0.03412064	0.030231243	0.022682272	0.032706317	0.03921222	0.049748957	0	0.005126936	0.1091507	0.04953681	0.06933739	0.028498692	0.02563468	0.041899443
NODE_243_length_56166_cov_20.511299__full	0	0	0	0.0051770923	0	0	0	0	0.0049271635	0.010354185	0	0.010354185	0	0	0	0	0	0	0.0077834902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038560412	0	0
NODE_246_length_55937_cov_18.319961__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041945255	0	0	0	0	0	0	0	0	0.010396687	0	0	0	0	0	0	0	0	0	0	0
NODE_247_length_55797_cov_32.411038__full	0.2565637	0	0	0.015634267	0	0	0.017754776	0	0.032364726	0.010422844	0	0.019767463	0.13851601	0	0.010422844	0.034143798	0.11014071	0.005211422	0	0.4168778	0.002947149	0	0	0	0.005211422	0.042877425	0.009668087	0.01926429	0.010422844	0.024871062	0.014663863	0.046112098	0.020630043	0	0.014376337	0	0.09066077	0.044638526	0.016892195
NODE_248_length_55748_cov_45.476073__full	0.090452895	0.035217095	0.049534157	0.052088205	0.024389366	0.040792834	0.038292743	0.024892982	0.029749272	0.026080076	0.024101587	0.044390086	0.015648045	0.033904098	0.01942516	0.027285155	0.024173532	0.027590921	0.018076189	0.030612612	0.01043203	0.04615274	0.06129717	0.047267888	0.028921904	0.01043203	0.0075542284	0.03129609	0.036512103	0.035289038	0.062178496	0.023885751	0.049066514	0.05629699	0.05836541	0.027626893	0.030648585	0.03575668	0.010701824
NODE_266_length_54214_cov_33.718803__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01609204	0	0	0	0	0	0	0.008212489	0	0	0	0	0.004846108	0	0	0	0	0	0	0
NODE_270_length_54002_cov_56.040424__full	0	0	0	0.051697243	0.015115501	0.05021169	0.04523509	0.025328679	0.05437124	0.08222536	0.09351556	0.058623634	0.06588428	0.056970958	0.067462675	0.046962045	0.08304241	0.050620217	0.0053851297	0.03660031	0.051641535	0.06343311	0.051437274	0.09305133	0.07323776	0.009581816	0.101927504	0.057676595	0.104137264	0.010770259	0.048689	0.01830944	0.01422417	0.116801605	0.107219785	0.028596895	0.053182796	0.04300676	0.015264057
NODE_276_length_52972_cov_16.122047__full	0	0	0	0	0	0	0.003672712	0	0.005490137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010980274	0	0	0	0	0.005490137	0	0	0	0
NODE_285_length_52516_cov_25.661541__full	0.011075889	0	0	0	0.0055379444	0.022151778	0	0.0055379444	0	0	0	0.020089371	0	0.016613834	0	0	0.0055379444	0	0	0	0.0055379444	0	0.0053087883	0	0	0.0055379444	0	0	0.0027689722	0	0	0	0	0.0055379444	0	0	0	0.004544934	0
NODE_288_length_52393_cov_14.905458__full	0	0	0	0.014700534	0.0027563502	0.013092663	0	0.005436135	0.011101966	0.011101966	0.004249373	0.013877457	0.005550983	0.030530406	0.0150067955	0.0023160998	0.01665295	0	0.011101966	0.008326475	0.016461536	0.005550983	0.01665295	0.0035985683	0	0.01665295	0	0.011101966	0.011101966	0	0	0	0.005550983	0.030530406	0.011101966	0.016308405	0	0.0051681567	0.005550983
NODE_294_length_52077_cov_17.978703__full	0	0	0	0	0.011169527	0	0	0	0	0.0031197644	0	0	0	0	0	0	0	0.01675429	0	0	0	0.011169527	0.015752884	0.0036204671	0	0	0	0	0	0.011169527	0	0	0	0.01675429	0.010476246	0	0	0	0
NODE_295_length_51932_cov_23.271410__full	0	0	0	0	0	0	0	0	0	0	0	0.0056004017	0	0	0	0.011200803	0	0	0	0	0	0	0	0	0.0037464756	0	0	0	0	0	0	0	0	0	0	0	0	0.003282994	0.038353097
NODE_298_length_51500_cov_12.989592__full	0	0	0	0	0	0.0044401167	0	0	0	0	0	0.009036027	0	0.007555988	0	0	0.016942551	0.0028237584	0	0.011295034	0	0	0	0	0	0	0	0	0	0	0	0	0.005647517	0.005647517	0.011295034	0	0	0	0
NODE_306_length_50956_cov_29.385945__full	0	0.005707987	0.005707987	0.020903043	0	0	0	0	0.009998819	0.011415974	0.015982363	0.005707987	0.011415974	0	0.017123962	0	0	0	0	0.005038775	0.011337244	0	0.011415974	0.01015628	0.005707987	0	0	0	0.005707987	0	0.0098807225	0.009605165	0.005707987	0.02153289	0	0.0040940046	0.009683896	0.017123962	0
NODE_311_length_50910_cov_11.990612__full	0	0	0	0	0	0.00571316	0	0	0	0	0	0.00571316	0.00285658	0	0	0	0.0056737587	0	0	0	0	0	0	0	0	0	0	0.008668243	0	0.00571316	0	0	0	0	0	0	0	0	0
NODE_313_length_50854_cov_19.666141__full	0.02859735	0	0.0041022403	0.0044177976	0.04003629	0	0.036052383	0.022759546	0.0154622905	0	0.03183181	0.00982171	0.01715841	0.016842853	0.031161249	0.026427895	0.005680025	0.00571947	0.027216788	0.028834017	0.010610603	0.00571947	0.06760808	0.0047333543	0.037787944	0.011281162	0.02287788	0.021102872	0.00571947	0.00571947	0.025047334	0.015738403	0.045282423	0.0571947	0.02859735	0	0.009782266	0.01143894	0
NODE_314_length_50829_cov_17.339681__full	0	0	0	0.038280156	0.004656761	0.015904024	0.004617297	0.040174432	0	0.011444583	0.02545433	0.0057222913	0.01566724	0.025513526	0.0057222913	0.011444583	0.03378125	0	0.044357624	0.0053276503	0.011444583	0.030860908	0.030624125	0.0057222913	0	0	0	0.017009018	0.040588804	0.028611457	0	0	0.0057222913	0.022889165	0.021705242	0.015627775	0.01132619	0.005643363	0
NODE_315_length_50826_cov_31.116092__full	0	0.00572263	0	0	0	0	0	0	0	0	0.00572263	0	0	0	0	0	0	0	0	0	0	0	0.00572263	0	0	0	0.00572263	0.015983898	0	0	0	0	0	0	0	0	0	0	0
NODE_317_length_50816_cov_18.098981__full	0.014802827	0.0055658626	0.017171279	0.047290094	0.08885643	0.09039593	0.13356097	0.038961038	0.05204674	0.10545533	0.04693483	0.10472506	0.17046934	0.3054514	0.06540876	0.052737538	0.061027117	0.02593455	0.11309359	0.117751546	0.08765247	0.14660719	0.14329135	0.065823235	0.25774682	0.14885722	0.2714049	0.061066594	0.06690878	0.034914933	0.2396479	0.1127778	0.32996488	0.099475	0.12185687	0.053921763	0.3121028	0.30028027	0.08218529
NODE_324_length_50282_cov_14.497140__full	0	0.011569456	0	0	0.005784728	0.005784728	0	0	0	0.0054256762	0	0	0.002892364	0.0039495733	0.0049868347	0	0	0	0.0057448335	0.0056251497	0	0	0.0050267293	0	0	0	0	0	0	0.005784728	0	0.0042687305	0.005784728	0.011569456	0	0	0.0057448335	0	0
NODE_335_length_49672_cov_18.146733__full	0.005855983	0	0	0	0	0	0	0.005855983	0.011711966	0.01756795	0.005855983	0	0	0	0.005855983	0	0	0	0	0	0	0	0.005855983	0	0	0	0	0	0.004361698	0	0	0	0	0	0.005855983	0	0.0029279916	0	0
NODE_336_length_49594_cov_20.285847__full	0	0	0	0.005258474	0.026777769	0.029326105	0.0058652214	0.022530539	0.013388884	0.016908018	0.0029326107	0.03634415	0.014663053	0.017595664	0.014663053	0	0.0058652214	0.0058652214	0.021074347	0.003276434	0	0	0	0	0	0.02261144	0.004570828	0	0	0	0.0041663297	0.008797832	0.011730443	0	0	0	0	0.008615808	0
NODE_347_length_48785_cov_13.635973__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_349_length_48669_cov_14.212827__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011954079	0	0	0	0	0	0	0	0	0.023166182	0.0059770397	0.0039572124	0	0	0
NODE_367_length_48008_cov_15.350101__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_373_length_47703_cov_13.806361__full	0	0	0	0	0	0	0	0	0	0.004626417	0	0	0	0	0.0060984585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060984585	0.0042478917	0	0	0	0	0	0	0	0
NODE_376_length_47461_cov_13.707719__full	0	0	0	0	0.0061296527	0.0061296527	0	0	0	0.011836571	0.018388959	0.030648263	0	0.0061296527	0.012259305	0	0	0	0.017458942	0	0	0.0046923547	0.012259305	0	0.01610619	0.018388959	0.012259305	0.012259305	0.010399273	0	0.0061296527	0	0.018388959	0	0	0	0	0.011413836	0.0061296527
NODE_378_length_47419_cov_11.609298__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048657684	0	0	0	0	0	0	0.006135099	0	0	0	0	0.0030675496	0	0	0
NODE_381_length_47259_cov_12.655916__full	0	0	0	0.04869558	0.006155936	0.082829185	0	0.006155936	0.018467808	0.059988536	0.024369016	0.023265194	0.012226963	0.028189942	0.020633	0.040883906	0.02651298	0.01570825	0.006155936	0	0.01766117	0.09142627	0.05255896	0.071918316	0.035661977	0	0.038994674	0.028656945	0.017830988	0.012311872	0.010910866	0.02593984	0.008745675	0.055403426	0.006155936	0.017915897	0.018467808	0.012269418	0.0051794774
NODE_387_length_46901_cov_14.762702__full	0	0	0	0	0	0	0	0.012235032	0	0.011208316	0.0047057816	0	0	0.006203076	0	0.018609228	0	0	0	0	0	0	0	0	0	0.005860837	0	0	0	0.008021219	0	0	0	0	0	0	0	0	0
NODE_395_length_46465_cov_25.922184__full	0	0	0	0.022886753	0.030357335	0.06205333	0	0	0	0.058555543	0.018698046	0.039814316	0	0	0	0.034718774	0.025045881	0.023232214	0	0	0	0.024614057	0.037568823	0.063327216	0	0	0.0062614703	0.03130735	0.0062614703	0.0125229405	0	0.0062614703	0	0.014790025	0.0125229405	0.018309403	0	0.009500162	0.0061751055
NODE_403_length_46264_cov_23.117492__full	0	0	0	0.027713927	0.010192133	0.02237932	0	0	0	0.16758469	0.0062887627	0.022682916	0	0.017738648	0	0.02515505	0	0.0062887627	0.0062887627	0	0	0.0062887627	0.048965607	0	0.012143818	0.0503101	0	0	0	0	0	0	0.011536627	0.031443812	0.0062887627	0	0	0.018866288	0
NODE_407_length_46006_cov_14.774152__full	0	0	0	0	0	0	0	0	0	0	0.004623168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_412_length_45400_cov_19.400146__full	0	0	0	0.01281768	0	0	0	0.00640884	0.00640884	0	0.01281768	0	0.019403314	0.005569061	0.00640884	0	0.0039779004	0	0	0	0	0	0	0	0.01281768	0	0.012508287	0	0.005038674	0	0.01281768	0.01281768	0	0	0	0.0049944753	0	0.01281768	0
NODE_413_length_45367_cov_10.462115__full	0	0	0	0	0	0	0	0	0.006413517	0	0	0	0.0031846429	0.006413517	0	0	0	0.006413517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_414_length_45357_cov_34.071369__full	0.006414936	0.015528569	0	0	0.006414936	0.015771894	0	0.024244033	0.018094543	0.027009092	0.004954985	0.01132568	0	0	0.014842834	0.003207468	0.05437211	0.008715465	0.003207468	0.01751941	0	0	0.018581193	0.012829872	0.024067068	0	0.003207468	0.019045724	0.02599155	0.0063485745	0	0.006414936	0.01895724	0.003207468	0.018050302	0.03207468	0.028424801	0	0.03601212
NODE_415_length_45185_cov_14.796034__full	0	0	0	0.0032197179	0	0.014388809	0.017364273	0.0064394358	0.0128788715	0.057599645	0	0.028111469	0.0064394358	0.027778395	0.01829688	0.0064394358	0.039347176	0.0064394358	0	0.0183857	0.0128788715	0.055978682	0.019318309	0.0064394358	0.018163651	0.1017875	0.0128788715	0.042056177	0	0	0	0.0064394358	0	0.0064394358	0.035927612	0.03601643	0.08637726	0.010347508	0
NODE_419_length_44933_cov_12.918165__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064756717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_420_length_44912_cov_17.528731__full	0	0	0	0.0064787096	0	0	0	0	0	0	0	0.0064787096	0	0	0	0	0	0	0	0	0	0	0.0039319065	0.004914883	0	0	0.012957419	0	0	0	0	0	0.0064787096	0.019436128	0	0	0	0	0
NODE_421_length_44881_cov_23.569269__full	0	0	0	0.0064831995	0	0	0.004202902	0.0186895	0.018041179	0	0.0064831995	0	0.0060360823	0.0064831995	0.017884688	0	0	0.0058572353	0	0.012966399	0	0	0	0	0.0064831995	0.0064831995	0	0.0032415998	0	0	0	0	0	0	0	0	0	0	0
NODE_424_length_44740_cov_17.216639__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_426_length_44664_cov_23.711096__full	0	0	0	0.011232421	0	0	0	0.0065148044	0	0	0	0	0	0	0	0	0	0	0.005032125	0.0065148044	0	0	0	0	0	0	0	0	0	0	0.0065148044	0	0.005840859	0	0	0.0065148044	0	0	0
NODE_428_length_44634_cov_14.051151__full	0	0.015915835	0	0	0	0	0	0	0	0	0.006519198	0	0	0	0	0	0	0.006519198	0	0	0.0040913587	0.003259599	0	0	0.006519198	0.0051703984	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_430_length_44557_cov_15.742206__full	0	0	0	0	0	0	0	0	0	0	0	0.006530502	0.006530502	0	0	0.006462945	0.006530502	0	0	0	0	0	0	0	0.006530502	0	0.003265251	0	0	0	0	0	0.006530502	0	0	0.0062602744	0	0	0
NODE_431_length_44523_cov_13.772083__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_433_length_44475_cov_26.740964__full	0	0	0	0.06330513	0	0.40692613	0.006542583	0.013085166	0	0	0	0	0	0.006542583	0	0.06585448	0.006542583	0.038398195	0	0.006542583	0.013085166	0	0	0	0	0	0.01678511	0.008843767	0	0	0	0.012769317	0	0	0.038759165	0	0	0	0.037992105
NODE_437_length_44367_cov_11.957102__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061967117	0	0	0	0	0	0	0.013117127	0	0	0	0	0	0	0	0	0	0
NODE_441_length_44208_cov_35.486046__full	0	0	0	0	0	0.023332879	0.12855782	0.032911163	0.10184302	0.012892097	0	0	0.017794725	0.017885515	0	0	0	0	0.1260611	0.10386309	0.0059921015	0	0	0	0.032048665	0.04879931	0.051069044	0	0	0.013164465	0.03536248	0.016523674	0.0065822327	0	0	0	0.01852104	0.0065822327	0.04398747
NODE_442_length_44203_cov_13.001134__full	0.0065829796	0	0	0.0065829796	0.0052663838	0	0	0.0065829796	0	0.0065829796	0	0	0	0	0	0	0	0	0	0.0065829796	0	0	0	0	0	0	0	0	0.0065829796	0	0	0	0	0.0062197805	0.0065829796	0	0	0	0
NODE_444_length_44063_cov_18.181740__full	0	0	0	0	0	0	0.0046910937	0	0	0	0	0	0	0	0	0	0.0198119	0	0.02445745	0	0.018491108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_447_length_44025_cov_11.438465__full	0	0	0	0	0.0066096867	0	0.056182336	0	0	0	0.0066096867	0	0.013219373	0	0	0	0.0066096867	0	0	0.015088319	0	0.0065185186	0	0	0	0.005059829	0	0	0.023133904	0	0.0066096867	0	0.013219373	0	0	0	0.013219373	0.028763533	0
NODE_452_length_43869_cov_14.508362__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_454_length_43822_cov_27.811266__full	0	0	0	0	0	0.036545154	0	0	0.0051291445	0	0	0	0.013280821	0	0.05797765	0.0065030227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_455_length_43811_cov_23.421692__full	0	0	0	0	0	0.0065504685	0	0	0	0.01813976	0	0.0043059024	0.014452257	0.006642083	0.013284166	0	0	0	0	0.01992625	0.0051762443	0	0	0	0.005909164	0	0.013284166	0	0	0	0	0	0	0	0	0.006642083	0	0.026568333	0
NODE_457_length_43779_cov_21.903068__full	0.006646955	0	0	0.004584107	0	0	0	0.006646955	0	0.01888652	0	0.006646955	0	0.006646955	0	0.01329391	0	0.006646955	0	0	0.006646955	0.018198904	0.009970432	0	0.019940864	0	0	0	0	0	0.013018863	0	0	0.0057301335	0	0	0	0.006646955	0
NODE_458_length_43699_cov_24.869541__full	0	0	0	0.0066591655	0.012950929	0.019977497	0.011205768	0	0.0066591655	0	0.025258904	0.006337689	0.0066591655	0	0.013318331	0	0	0.013318331	0	0	0	0.0066591655	0	0	0.013318331	0	0.019977497	0	0	0.0066591655	0	0.0066591655	0	0	0.0066591655	0	0	0	0
NODE_460_length_43608_cov_24.351950__full	0	0	0	0.04349027	0.012057619	0	0	0	0	0.019490082	0.0033365549	0.006650099	0	0.0065350453	0.0066731097	0.02986792	0.013001058	0	0.0066731097	0.020893736	0.012195683	0	0	0.026692439	0	0.016705785	0	0.013346219	0.020019328	0.013346219	0.013300198	0.00478623	0	0.020019328	0.005752681	0.0184546	0.0066731097	0	0
NODE_464_length_43536_cov_18.287059__full	0	0	0	0	0	0	0	0.012999585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08689439	0	0	0	0	0	0.0066841836
NODE_467_length_43485_cov_15.789010__full	0.02473751	0.032398753	0.0120918425	0.020768432	0.013384101	0.045182876	0.0066920505	0	0	0.016199376	0.026768202	0.01326872	0.0036460136	0	0	0.038398523	0.014307142	0.030137302	0	0	0	0.0119533865	0.03586016	0.0401523	0	0	0.0037844698	0	0.013384101	0.0066458983	0	0	0	0.032398753	0.03812161	0.014584054	0	0	0.0066920505
NODE_470_length_43441_cov_16.886784__full	0.04338084	0.006698852	0.006698852	0	0	0.032939874	0.046337575	0.04019311	0	0.013074311	0.006698852	0	0.041671477	0.020096555	0	0	0.018294796	0.0051280865	0	0.003349426	0	0.0062368624	0.013397704	0.103300914	0.01674713	0	0	0.026564414	0.006698852	0	0	0	0.026795408	0.023445982	0	0	0	0.06380079	0
NODE_473_length_43388_cov_37.938414__full	0.0067070634	0	0.013414127	0.018779777	0.0067070634	0.0067070634	0.025255563	0.025671862	0	0.0033535317	0.020121189	0.020121189	0.040242378	0	0.012997826	0	0.012072714	0.0193811	0.012026458	0.013414127	0.019982424	0.0066608074	0.011563902	0.020121189	0.009991212	0.0046718162	0	0.024607984	0.0067070634	0.020121189	0.0067070634	0	0	0.0067070634	0.00494935	0	0.0067070634	0.0043017715	0.0054581617
NODE_479_length_43247_cov_13.925141__full	0	0	0	0	0	0	0	0.006729007	0	0	0	0.004826322	0	0	0	0.017588232	0.026916027	0	0	0	0	0.02018702	0	0	0	0	0	0	0.026916027	0	0	0	0	0	0	0.006729007	0	0	0
NODE_480_length_43174_cov_16.201741__full	0	0	0	0	0	0.013457605	0	0.004834511	0	0	0.006043139	0	0	0.013480848	0	0	0	0	0	0	0	0.0057642246	0	0	0.008088509	0	0	0	0.006740424	0	0	0	0.005113425	0	0.004973968	0	0.013480848	0	0
NODE_483_length_43091_cov_49.583760__full	0.0067068767	0	0	0	0	0	0.008290445	0	0.013506905	0	0.0067534526	0.062411215	0.024824759	0	0	0	0.011457581	0.011317855	0	0	0.025616543	0	0.040520713	0.27973264	0.03376726	0.040101536	0.08080855	0	0.0067534526	0	0.028597377	0	0	0	0	0.14331292	0.08318391	0.052583776	0.005495913
NODE_485_length_42985_cov_27.330038__full	0	0	0	0.005182678	0	0	0	0	0	0.0061631845	0	0	0.0067701647	0	0	0.020310493	0	0	0	0	0	0	0	0.0033850824	0	0	0.0067701647	0.0033850824	0	0.0067701647	0	0	0	0.006723474	0	0	0	0	0
NODE_488_length_42921_cov_31.680375__full	0	0	0	0.025998924	0	0.05424236	0	0	0	0.01356059	0.006780295	0.006780295	0.024923429	0.01641299	0.037618946	0	0.006780295	0.020340886	0	0	0.038951628	0.01356059	0.01356059	0.006780295	0	0.006780295	0	0	0.0050033904	0.006780295	0.006780295	0	0.006780295	0.020340886	0.0065932525	0	0.031703725	0.006780295	0.020340886
NODE_491_length_42703_cov_21.362525__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_499_length_42400_cov_21.070235__full	0	0.0041183433	0	0	0	0.02745562	0.01372781	0.020591715	0.01372781	0	0.01654438	0.0034319526	0.059597634	0.01008284	0.02246154	0.01652071	0.02745562	0	0	0	0.020591715	0.01372781	0.01827219	0.023526628	0.01372781	0	0.01775148	0.0062011834	0	0.006863905	0	0	0	0.034319527	0.004970414	0.02418935	0.015692309	0	0
NODE_504_length_42276_cov_27.559689__full	0.0068841097	0	0	0.019845227	0.012343921	0.027156625	0.009068034	0.024213076	0.033898305	0.075464085	0.047903907	0.09452595	0.040070266	0.034420546	0.035631202	0.0068841097	0.02653943	0.03940559	0.01305607	0.07828894	0.03750653	0.064520724	0.11660257	0.055072878	0.013768219	0.013768219	0.038171202	0.01894317	0.013768219	0.06437829	0.034420546	0.047191758	0.019987656	0.107961826	0.08146988	0.07700708	0.03356597	0.037981294	0.0067416797
NODE_512_length_42062_cov_16.571718__full	0	0	0	0.006012598	0.013838518	0.027677037	0.0058217216	0.0065852264	0.054399695	0.031136667	0	0.017298149	0.019564802	0.030373164	0.026054591	0.006919259	0.006919259	0.018753579	0.0057262834	0	0.010378889	0.015699562	0.006919259	0.017298149	0.034119107	0.034596298	0.015699562	0.034596298	0.010378889	0	0.023859516	0.006919259	0.0117388815	0.027677037	0.013838518	0.04960393	0	0.006919259	0.006919259
NODE_514_length_41843_cov_23.986729__full	0	0	0	0.006955604	0	0	0	0	0.006955604	0	0	0.006955604	0	0	0	0	0	0	0	0.006955604	0	0	0	0	0.013911208	0	0.006955604	0	0	0	0.013911208	0	0.006955604	0.006955604	0	0.013911208	0.006955604	0	0
