Contig	T0_A Trimmed Mean	T0_B Trimmed Mean	T0_C Trimmed Mean	T1H218OP_A Trimmed Mean	T1H218OP_B Trimmed Mean	T1H218OP_C Trimmed Mean	T1H218O_A Trimmed Mean	T1H218O_B Trimmed Mean	T1H218O_C Trimmed Mean	T1H2OP_A Trimmed Mean	T1H2OP_B Trimmed Mean	T1H2OP_C Trimmed Mean	T1H2O_A Trimmed Mean	T1H2O_B Trimmed Mean	T1H2O_C Trimmed Mean	T2H218OP_A Trimmed Mean	T2H218OP_B Trimmed Mean	T2H218OP_C Trimmed Mean	T2H218O_A Trimmed Mean	T2H218O_B Trimmed Mean	T2H218O_C Trimmed Mean	T2H2OP_A Trimmed Mean	T2H2OP_B Trimmed Mean	T2H2OP_C Trimmed Mean	T2H2O_A Trimmed Mean	T2H2O_B Trimmed Mean	T2H2O_C Trimmed Mean	T3H218OP_A Trimmed Mean	T3H218OP_B Trimmed Mean	T3H218OP_C Trimmed Mean	T3H218O_B Trimmed Mean	T3H218O_C Trimmed Mean	T3H2OP_A Trimmed Mean	T3H2OP_B Trimmed Mean	T3H2OP_C Trimmed Mean	T3H2O_A Trimmed Mean	T3H2O_B Trimmed Mean	T3H2O_C Trimmed Mean
NODE_2434_length_13784_cov_9.548118__full	35.870438	0	21.582382	0	0	13.418595	0	0	0	0	0	0	0	0	0	0	18.780964	25.659958	38.28292	21.057938	59.013363	11.619866	31.605688	50.235252	5.0294166	26.878748	4.6866035	5.4375	9.653765	10.859029	8.861799	41.042374	24.787647	0	28.10968	50.98305	27.287321	26.51915
NODE_2439_length_13754_cov_6.857268__full	56.749348	0	39.39595	0	0	0	0	0	0	0	0	0	0	0	0	33.214554	38.344414	40.457287	29.090982	14.215126	39.38035	20.952711	40.6983	55.35397	3.678373	15.164244	0	8.935642	10.835021	23.518948	5.7513885	26.762495	31.831917	24.011925	17.572933	0	38.039692	24.408445
NODE_2456_length_13702_cov_5.484231__full	0	0	0	0	0	0	0	0	0	0	0	0	29.86834	21.227251	29.582554	0	8.199213	0	15.368667	0	0	8.40146	15.110592	13.583292	0	5.7748814	0	0	0	4.8284965	0	0	0	0	0	0	0	0
NODE_2477_length_13625_cov_4.639879__full	0	0	0	0	0	0	0	0	0	20.2109	0	0	0	0	0	0	0	0	44.567978	10.297056	38.313545	10.238107	18.78539	27.18971	5.468464	20.50573	5.2964797	0	0	0	5.4147086	0	0	0	0	18.33457	0	0
NODE_2488_length_13594_cov_7.251352__full	0	0	0	72.86132	74.664795	92.737686	0	0	0	0	0	0	32.180992	31.159752	0	51.00785	10.749339	45.01339	0	0	11.641983	10.083967	35.97876	41.81876	0	0	0	20.846943	19.927355	13.664049	0	0	45.303223	31.263968	0	0	37.70661	33.03248
NODE_2497_length_13572_cov_11.586135__full	390.1322	324.69272	274.2803	39.47806	0	25.758362	37.684853	44.763824	0	39.262913	69.00621	0	42.679966	36.421604	39.74412	28.562914	60.69197	51.981457	86.0519	38.624504	92.84669	25.630629	53.133278	76.6101	17.918543	46.021523	17.281622	11.728063	16.004553	28.184189	19.726656	45.047432	39.235264	0	37.397186	52.420612	30.356375	42.833527
NODE_2499_length_13570_cov_6.157301__full	0	0	0	0	0	12.516228	0	0	0	0	0	0	21.639095	0	0	0	24.310316	41.77157	20.067974	10.632058	28.908842	9.822736	19.898245	34.278854	4.3724957	12.514572	0	0	6.566319	4.5054646	5.22156	13.327041	0	0	0	0	0	0
NODE_2500_length_13569_cov_35.740757__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.697575	0	44.816708	0	127.79692	0	0	0	8.324117	0	0	0	15.357811	0	0	0	0	0	0	0
NODE_2502_length_13548_cov_8.489851__full	0	0	0	0	0	0	0	0	0	0	0	0	52.277695	34.743366	35.48474	25.77471	8.576534	48.647182	0	0	14.565838	8.883997	35.35738	15.317578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2529_length_13465_cov_6.540700__full	0	0	0	0	0	0	0	0	0	0	0	0	26.772465	38.75753	35.517063	0	88.83263	58.16821	34.10313	8.118649	37.4408	24.508802	22.278181	64.18456	2.925073	16.493366	3.6271172	20.908302	19.562202	8.545265	6.6285357	38.1451	29.09612	0	0	0	0	27.650063
NODE_2537_length_13443_cov_6.216202__full	83.89837	0	43.271374	0	0	0	0	0	0	26.48224	0	0	23.763393	0	0	0	26.575262	29.680735	29.203678	24.581028	38.33389	9.058002	24.38437	24.921186	10.199415	22.533472	9.329795	4.0427914	5.160468	9.267697	6.1648974	20.749352	15.123527	0	19.566235	0	0	0
NODE_2540_length_13432_cov_7.535813__full	39.091015	0	0	57.46637	56.14355	65.82349	0	0	0	39.117786	36.984188	0	48.464867	32.254307	24.808935	53.671238	96.39292	130.81839	47.792454	29.771038	53.65593	35.271458	46.179604	57.405052	17.677347	44.460934	11.044504	24.28961	25.31956	33.49841	12.056634	25.622051	39.32826	34.610004	35.622135	46.729546	26.93793	44.374603
NODE_2543_length_13421_cov_18.754091__full	60.368942	0	32.78711	0	0	16.153538	0	137.88899	0	28.306488	36.575386	37.861782	25.553202	41.65852	27.887568	45.840687	33.00318	55.327667	64.096695	31.574299	84.19104	11.026706	83.18903	53.141647	15.286061	35.984764	11.418502	10.496107	14.468229	11.835999	26.461866	29.392967	22.348848	0	44.06254	116.384766	41.750103	22.334951
NODE_2544_length_13417_cov_17.982805__full	0	0	0	152.71661	128.47282	129.15384	0	0	0	0	0	0	39.911396	34.83795	35.73955	102.6651	228.29361	218.24663	24.416214	9.182648	36.413113	30.749601	53.314545	156.62498	8.649778	19.65003	2.8012729	35.00042	46.911064	68.53245	4.9926305	49.853447	50.58588	16.70128	0	0	81.5992	28.124445
NODE_2559_length_13350_cov_8.629160__full	114.08771	0	114.26288	39.087204	32.550423	35.258923	0	0	0	0	0	0	15.595118	17.441668	20.34495	21.420708	41.176514	35.675167	18.468855	11.04335	48.66288	7.7232323	19.192171	27.767004	0	0	0	4.7492423	7.0011783	10.375337	0	0	18.995033	0	12.057323	0	0	14.59495
NODE_2561_length_13347_cov_7.429121__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.305077	53.40778	0	0	0	0	25.322586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2572_length_13311_cov_7.113836__full	106.22921	0	76.30814	0	0	0	0	0	0	0	0	0	0	0	0	20.475391	35.805317	56.018066	52.36032	31.32596	61.297256	17.049894	28.447784	59.378048	8.198312	24.179823	4.0795274	9.981596	18.680624	18.533052	13.644576	28.974419	22.364626	0	0	20.943436	0	20.415365
NODE_2579_length_13276_cov_7.825150__full	0	0	0	30.68512	36.963432	32.22101	28.124174	22.737684	55.60547	25.054258	29.771542	28.514898	50.078804	28.707296	32.727528	32.465973	47.178516	52.973167	36.35754	23.944304	74.66159	15.30667	16.951921	41.871426	8.212968	17.906805	4.053665	8.166074	8.586592	9.462671	11.82106	29.16709	36.09675	18.194092	20.66853	40.467327	26.535381	25.321314
NODE_2580_length_13276_cov_7.079305__full	0	0	0	41.223377	54.820297	66.66675	36.35272	31.79702	89.24649	28.801592	51.793636	43.788048	71.02641	38.934147	51.043507	50.194855	66.5149	85.97985	55.501186	39.42475	103.73244	23.129084	23.541475	59.63628	10.7806835	22.851194	5.6835113	11.075673	14.405959	13.229389	15.850008	46.144913	51.097767	23.378872	30.44261	58.7205	39.562298	34.059673
NODE_2590_length_13241_cov_8.079516__full	0	0	0	0	0	12.215819	0	0	0	0	19.480099	0	15.8653145	11.347364	0	11.596453	41.911396	35.081898	41.93864	28.764832	86.91225	12.956038	25.35704	34.69278	7.3280997	21.08682	7.4843416	6.1683784	9.725961	11.126963	8.807943	23.355087	10.33438	0	11.630909	15.884665	0	12.348722
NODE_2610_length_13178_cov_13.763820__full	0	0	0	0	47.091934	60.747227	0	0	0	18.541191	0	0	26.074621	23.936125	0	43.25158	51.99386	64.587074	50.283047	21.984308	69.46444	18.221474	42.87174	50.081356	10.984735	30.490961	9.83123	9.889732	17.545113	12.976207	15.5230255	26.318865	40.70348	30.025583	46.541103	53.641567	48.02473	42.43348
NODE_2622_length_13145_cov_19.882646__full	118.13209	0	115.53706	63.64444	59.04899	51.45593	0	0	0	26.96871	50.45858	0	71.12414	60.199024	40.90408	69.87997	101.06822	126.78114	80.154396	39.074463	118.587845	25.711208	47.989143	81.89869	24.901941	65.63794	20.120628	19.459007	42.647774	38.14012	21.905958	60.978542	56.618023	35.517654	31.593828	69.784904	71.75823	60.435154
NODE_2630_length_13128_cov_6.667204__full	42.083633	0	39.68456	0	0	0	0	0	0	0	0	0	0	0	0	0	17.916796	12.771101	9.901387	6.1070023	9.872624	5.885978	14.208954	15.219312	2.722051	8.602636	0	2.6166751	4.185242	4.278377	0	0	0	0	0	0	0	0
NODE_2643_length_13077_cov_8.042379__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.826385	32.436012	20.369661	15.773958	7.516115	15.750924	5.377224	33.985905	43.80189	0	7.075032	0	0	0	10.015815	0	0	0	0	0	0	0	0
NODE_2654_length_13058_cov_17.468169__full	116.5686	76.229385	73.478134	48.386124	32.908417	46.132465	25.013514	37.00172	0	35.080566	26.439232	35.693405	34.947063	27.129025	23.751507	70.49346	73.564644	96.23154	112.30556	54.861423	127.61319	22.887674	51.348854	109.07368	23.677914	63.702015	16.727922	9.796695	17.796953	39.502068	22.030298	72.17421	62.716904	37.444828	72.63358	98.56249	70.16259	67.750046
NODE_2667_length_13005_cov_7.027042__full	0	0	0	0	0	14.0778675	0	0	0	0	0	0	15.828623	15.038026	0	12.821537	37.243626	23.344223	7.3810387	3.9201453	10.357532	7.1694756	16.119522	20.977617	0	4.028779	0	3.3968542	0	5.9419236	0	9.214588	11.5726385	0	0	0	15.485005	11.573071
NODE_2688_length_12938_cov_6.716099__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.727715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2692_length_12929_cov_13.252221__full	96.58341	0	92.23341	84.82344	0	89.763626	49.467094	64.78084	0	59.38929	69.48535	75.26298	80.75067	59.337215	49.858036	74.33139	106.23768	123.89438	77.32383	97.02417	194.79875	38.693123	62.294704	141.60924	29.53308	60.5336	20.83526	23.6966	40.410503	42.805096	32.633312	95.422585	76.23194	44.11171	57.073112	85.6753	98.456665	94.76936
NODE_2697_length_12906_cov_6.156321__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.806828	61.392616	76.12115	40.561924	6.8657026	20.425797	13.910208	27.451227	35.821632	0	0	0	13.319283	10.958892	32.188293	7.785142	0	17.46821	0	0	0	0	11.971259
NODE_2700_length_12899_cov_6.509844__full	0	0	0	0	0	0	0	0	0	0	0	0	19.67573	0	0	0	29.363573	52.43852	0	0	0	21.05316	17.420479	26.011415	0	0	0	7.728889	8.994162	26.050718	0	17.61987	0	0	0	0	0	0
NODE_2711_length_12873_cov_6.786206__full	0	0	0	0	0	0	0	0	0	16.776789	0	0	25.19125	26.586237	22.793905	0	23.627108	19.053795	23.261112	15.127413	38.657673	10.597677	31.720024	38.765175	5.413239	21.864902	4.4000525	4.1943064	0	8.518383	0	19.635666	0	0	0	0	0	0
NODE_2713_length_12858_cov_5.251430__full	0	0	0	0	0	0	0	0	0	0	0	0	24.243835	0	0	0	20.864399	33.517223	14.295419	11.614094	27.82899	8.150289	16.77977	32.03742	3.4813778	13.618552	0	0	5.594597	0	0	15.526578	0	0	0	0	0	0
NODE_2719_length_12851_cov_35.113708__full	0	0	0	0	0	18.171726	71.79739	62.951973	0	110.80684	78.88085	88.84533	26.106815	17.218878	16.680693	36.152042	68.64483	71.778496	239.88705	71.77648	186.04173	29.654099	76.11425	96.92861	50.712887	171.54195	44.047764	12.92914	19.548508	29.627417	30.2886	44.513165	41.037354	20.426123	117.946465	154.93054	35.680607	33.6464
NODE_2721_length_12837_cov_7.474643__full	0	0	0	0	0	16.600227	0	0	0	0	0	0	0	0	0	15.182503	19.466328	16.48288	18.727385	8.608547	21.78597	5.9048953	21.308521	39.983536	4.21797	11.93108	0	0	0	7.365268	0	0	21.618706	0	0	18.612751	22.54383	16.861633
NODE_2733_length_12798_cov_18.997244__full	0	0	0	51.125175	45.207485	56.662598	0	0	0	0	0	0	22.154602	31.911367	23.073437	31.503601	138.55219	81.42393	19.707924	7.0766864	29.917604	9.91084	34.445274	74.90653	2.7038827	4.103303	0	11.679638	16.987175	23.711525	0	0	16.325895	12.217322	0	0	16.8779	11.5823965
NODE_2745_length_12757_cov_10.860720__full	0	0	0	253.25452	305.05377	210.04169	77.48163	0	215.77669	115.717285	114.59593	75.76214	171.61813	176.04759	116.847626	89.18516	93.5464	128.6555	33.7899	26.638935	105.42857	87.69649	80.33436	196.70557	29.19979	50.48656	21.071209	15.729268	27.680532	25.719221	8.962897	76.16172	132.39764	0	55.212833	66.866486	74.31788	75.99674
NODE_2751_length_12749_cov_7.416364__full	101.12001	92.153076	80.68204	0	0	13.804515	0	0	0	11.101931	0	0	15.514593	15.48523	0	29.130764	63.151928	68.38824	48.758488	28.768362	67.56256	17.692707	24.64421	43.545982	12.548012	41.888016	9.025747	13.433736	21.56882	19.929636	16.833878	56.558945	37.493694	29.19187	35.255444	53.942596	32.302795	33.575256
NODE_2754_length_12746_cov_12.303708__full	0	0	0	0	0	52.266098	0	0	0	17.40986	0	0	17.597548	12.41727	0	34.783913	44.828804	54.470013	42.132828	24.56906	48.784355	15.225878	33.47989	39.325985	11.174017	28.06906	7.3034043	8.961281	13.739549	13.656553	12.130623	24.44223	30.640766	29.34865	34.364616	45.294144	41.268303	35.84768
NODE_2777_length_12657_cov_7.734114__full	0	0	0	0	0	37.056942	42.99085	0	0	26.304167	0	0	33.526516	31.207516	26.983654	33.116905	41.20867	43.673893	33.3946	9.570134	42.76095	22.800125	35.05179	45.926624	5.0770187	16.250156	4.0431733	6.6457314	14.670872	19.425247	0	54.656837	36.555122	0	0	0	33.616062	25.482456
NODE_2789_length_12615_cov_9.610738__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.618595	26.018005	0	0	0	0	30.46136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2790_length_12612_cov_20.372732__full	0	0	13.365549	47.238678	29.097271	46.984577	28.301266	0	0	55.420826	46.502674	34.205956	40.55082	29.475124	24.361359	33.911198	80.73288	72.50526	60.913784	37.374733	86.58791	29.538517	40.331223	60.240192	22.035128	60.449448	22.30198	12.297075	15.849322	23.779243	15.335859	56.4457	51.08711	33.135433	55.33167	62.203636	61.64087	36.030403
NODE_2810_length_12550_cov_11.241748__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.433872	55.52572	91.75215	57.391487	19.069176	48.450268	36.51147	68.72751	100.24588	5.4051075	27.868996	5.0998206	11.784857	18.206182	16.021236	7.438889	40.21586	42.407257	0	0	0	35.405464	41.233063
NODE_2816_length_12533_cov_9.502493__full	30.084074	0	26.270166	0	0	24.498251	41.155945	0	0	31.159443	57.228622	45.542934	42.441273	31.101032	38.69197	18.507402	50.932617	52.354866	47.956482	27.107224	57.8262	18.932257	45.693134	72.8454	12.070794	32.716194	9.339793	8.702647	13.960969	13.417945	7.082369	29.211843	33.913055	0	25.509466	0	0	27.024225
NODE_2817_length_12529_cov_7.123009__full	0	0	0	0	0	0	0	0	0	0	0	0	0	25.710133	25.091358	0	24.113884	40.217716	9.276587	0	15.763887	32.480034	38.890514	47.80849	0	12.975231	3.9069371	6.742888	5.945975	0	0	17.411469	0	0	0	0	25.381584	0
NODE_2822_length_12523_cov_10.792015__full	22.222054	0	15.979438	0	0	19.886234	0	0	0	11.95259	0	0	16.282303	0	0	18.001167	27.10784	40.646763	42.37299	41.427044	72.57259	10.073539	19.513334	20.70809	14.1736555	21.327646	9.146359	4.651522	10.496633	12.356739	15.87555	26.761696	35.849243	17.087906	47.23139	86.58373	31.019575	32.85445
NODE_2845_length_12447_cov_7.255021__full	0	0	0	0	0	27.424881	0	0	0	0	0	0	0	0	0	26.847864	85.254585	78.80152	59.051224	25.876863	105.96341	15.275815	35.238686	53.260006	11.151233	32.048874	13.370675	12.274641	23.821844	19.070286	17.262535	28.616226	19.393621	0	21.131178	25.237059	32.40943	22.734665
NODE_2852_length_12422_cov_7.001298__full	0	0	0	0	0	22.192377	31.626652	33.053593	0	29.390005	22.782455	26.910646	13.230672	11.115426	0	0	19.331795	18.054409	22.447311	14.727051	58.816586	7.039743	14.854608	33.007877	2.722343	20.570251	8.513127	0	0	0	0	0	0	0	0	0	0	0
NODE_2853_length_12418_cov_6.252456__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.20911	23.913603	26.824125	5.4905815	15.743796	7.8781924	25.518475	30.760098	0	9.505615	0	0	0	5.592284	0	0	0	0	0	0	0	0
NODE_2855_length_12414_cov_5.899391__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8358397	19.624569	21.99085	0	0	0	0	0	0	0	0	46.271065	0	0	0	44.1503	36.861027
NODE_2895_length_12295_cov_6.386274__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.035496	0	0	0	0	0	27.621534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2897_length_12294_cov_8.619188__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.119305	12.680879	0	5.395242	11.623239	9.116011	22.471912	20.614365	0	11.405124	0	0	0	0	0	0	11.076944	0	0	0	0	0
NODE_2901_length_12284_cov_7.524087__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.461363	0	0	0	0	7.9578834	29.182018	22.823841	0	0	0	4.7884088	0	7.8979125	0	16.091833	0	0	0	0	0	0
NODE_2907_length_12276_cov_10.449290__full	337.98755	173.49268	231.23694	0	0	39.311893	0	0	0	0	0	0	48.34039	40.302273	39.300625	38.251144	52.64752	57.66071	37.48662	12.076782	31.209639	25.11389	44.124245	71.51356	6.7933846	16.207073	4.0240974	9.805113	15.462342	22.94869	9.179953	24.935678	37.110043	24.5919	25.787521	39.742622	41.124702	37.970406
NODE_2949_length_12170_cov_6.706984__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.137087	20.874098	21.483084	12.144943	45.808838	10.784896	25.698004	40.242188	4.1858015	24.223055	4.0627656	0	5.777685	7.818913	6.6996675	16.520245	22.295341	0	14.58985	0	15.441856	16.980404
NODE_2955_length_12163_cov_8.499171__full	0	0	0	112.18663	65.628685	30.963747	0	0	0	0	0	0	0	0	0	35.46786	37.491814	9.572644	29.613892	18.957644	0	20.819292	36.517246	10.881624	0	0	0	4.141311	0	7.9119577	0	0	15.871729	0	0	0	0	0
NODE_2959_length_12144_cov_8.333998__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.97184	20.613468	9.075676	0	0	19.871805	35.05928	33.99787	0	0	0	0	0	11.219433	0	31.451	31.141071	24.581697	0	0	0	23.088644
NODE_2991_length_12032_cov_6.974105__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.35291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2997_length_12018_cov_11.337361__full	0	0	0	0	0	11.952537	0	0	0	0	0	0	0	8.677682	0	16.32054	52.153248	53.063847	20.442333	6.9145293	21.45029	10.655214	29.088934	38.20015	0	5.246583	2.8913126	9.077607	8.814548	11.294702	3.89384	12.75014	14.033234	0	0	0	16.05776	12.620389
NODE_3003_length_12005_cov_7.267176__full	0	0	0	0	0	22.2951	0	0	0	0	0	0	30.391996	29.227158	18.639866	22.479618	45.841625	32.91744	11.400525	6.3092494	13.271858	9.735545	29.281418	29.307001	0	6.59404	0	3.8655233	5.27064	10.966639	0	16.644926	23.570892	14.920251	0	0	19.844906	22.949303
NODE_3005_length_11997_cov_8.389057__full	0	0	0	0	0	0	0	0	0	0	0	0	10.268029	13.887462	0	13.494701	39.200695	20.966238	0	0	10.5400915	9.244491	16.217575	42.928257	0	4.1897216	0	6.003001	7.127638	6.473319	0	14.103817	17.662197	13.004689	0	0	16.720436	11.91794
NODE_3007_length_11989_cov_18.868040__full	0	0	0	39.32589	42.10003	57.22267	48.927372	41.933285	84.656	86.61594	55.142254	61.047386	58.02402	70.41822	37.83307	93.10706	161.60674	118.42592	92.7473	62.393356	179.20277	31.145163	60.547245	85.79413	35.937695	101.60017	20.568453	13.802946	13.979919	37.14291	11.912358	41.931408	68.744675	0	55.581497	80.831375	66.59501	56.25542
NODE_3014_length_11970_cov_43.093421__full	138.92648	87.9075	103.63057	66.822426	71.01504	84.398575	68.3886	79.27599	0	74.715546	93.70436	116.97735	121.957794	95.85129	81.579994	59.897537	74.526794	105.24967	145.6679	96.65228	234.24112	67.8432	102.17428	156.29555	46.82356	132.3462	30.949991	10.159616	18.375729	23.372345	24.856739	76.423294	83.78502	36.521526	99.23547	137.84433	76.28417	64.79488
NODE_3019_length_11954_cov_25.309321__full	326.3802	232.43881	298.3396	162.72035	153.52852	154.0865	201.1667	200.11719	217.08763	250.87321	268.8621	267.9024	160.68336	118.12142	140.11107	141.13855	206.75668	268.7038	257.81918	233.63347	589.97626	67.57634	104.878105	194.05713	121.62999	252.96997	85.89477	45.926674	67.73042	71.92771	102.96753	100.12368	132.66124	87.30412	371.32672	536.2321	159.59676	145.99379
NODE_3022_length_11946_cov_7.325905__full	31.645226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.98719	63.22867	25.410624	13.138444	24.496515	17.437181	37.849785	37.67461	0	18.415333	0	13.210586	10.072518	14.76069	0	26.55811	28.819834	0	0	0	27.015446	18.618666
NODE_3044_length_11889_cov_7.878202__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.80193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3047_length_11881_cov_9.026990__full	0	0	19.636803	0	0	0	0	0	0	0	0	0	0	0	0	0	30.160337	24.92594	41.841652	19.889288	38.60754	12.077943	22.024908	19.415758	9.478076	42.05692	8.684155	5.425419	8.699498	10.470499	10.480822	17.903873	0	0	0	0	0	0
NODE_3055_length_11869_cov_23.463297__full	210.5883	142.92758	148.7688	67.112144	78.79486	77.939804	129.81306	132.66196	143.54707	145.22552	207.54897	185.09555	107.51711	117.44507	96.64992	61.699783	110.67826	112.78197	169.89165	84.37795	174.90843	52.48981	80.09897	114.87003	38.31946	110.36478	29.291023	18.126741	26.60309	42.524788	27.371788	50.121056	58.342876	31.178122	72.90037	87.02759	50.493694	59.24078
NODE_3056_length_11867_cov_16.618117__full	0	0	0	105.58367	105.160706	42.87636	0	0	0	0	0	0	0	30.116053	43.301983	226.52376	277.93988	271.97223	0	0	0	46.533897	60.882336	107.30549	0	0	0	99.51304	72.45843	29.946999	5.6786766	76.75206	101.5722	40.3016	0	0	108.70627	91.041336
NODE_3058_length_11864_cov_7.816575__full	0	0	0	93.57777	63.299126	26.70846	0	0	0	0	0	0	24.001328	0	0	36.84304	31.22022	9.557094	27.668531	14.017925	0	21.165117	31.78566	9.0611725	0	0	0	4.5962634	0	7.2927732	0	0	19.585451	0	0	0	0	0
NODE_3062_length_11857_cov_6.054431__full	0	0	0	0	0	0	0	0	0	19.96906	0	0	24.721172	29.64003	0	17.448895	20.089588	22.178324	29.091867	12.293537	45.62826	8.069375	28.81399	37.41473	4.233653	20.041948	0	0	0	6.8815603	0	23.856506	0	0	0	0	0	0
NODE_3088_length_11807_cov_14.570294__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.501667	50.600876	79.48385	47.570286	22.93691	42.28009	36.453445	62.787476	107.42323	5.651863	26.537025	4.6822643	13.227771	14.816163	19.243782	6.3552847	35.01077	36.777946	0	15.533117	0	39.49881	29.923569
NODE_3090_length_11797_cov_4.255685__full	42.406467	0	40.688545	0	0	0	0	0	0	0	0	0	27.603262	22.09606	24.288181	0	35.573788	47.410378	18.58094	9.587046	20.37308	12.80063	16.90995	24.11991	5.163121	6.570638	4.386149	7.8416486	13.109034	14.988267	0	0	20.893255	0	0	0	23.526472	0
NODE_3098_length_11772_cov_8.996145__full	195.83452	129.26941	142.86319	0	0	25.354494	0	0	0	0	0	0	0	0	0	25.609465	79.90717	53.570843	38.168644	10.437094	21.743404	7.5969405	25.836712	42.316826	0	5.592256	0	6.102581	9.472276	18.04608	3.858413	0	18.224474	0	0	0	17.972563	12.62132
NODE_3109_length_11745_cov_22.569724__full	52.560123	0	35.021366	32.55677	42.342148	34.39504	31.372425	37.458847	0	49.40347	48.999043	55.99387	54.15148	42.08077	39.38555	30.07665	49.938107	63.41027	53.68353	46.495354	107.29424	25.586279	51.59682	63.320015	24.451183	63.69704	13.212993	7.575453	10.83798	17.812973	20.249401	48.80205	39.2197	18.331226	57.590782	87.1328	38.201206	38.46316
NODE_3119_length_11724_cov_9.153032__full	0	0	0	0	0	0	0	0	0	0	0	0	55.016125	26.669323	58.67537	50.22442	123.02227	62.11778	0	0	0	16.844883	37.792282	76.96593	0	0	0	11.873776	18.870897	22.62344	0	66.07391	30.998465	21.179592	0	0	39.2775	27.249664
NODE_3123_length_11716_cov_22.956787__full	0	0	0	0	0	0	0	0	0	0	0	0	0	11.360903	0	18.307686	50.039482	48.32968	44.632854	17.234005	41.327282	12.35024	31.935062	32.962536	2.8518732	12.735542	6.8057637	9.594812	9.501441	20.919212	5.6525455	19.455044	23.430643	0	0	0	21.540154	13.212968
NODE_3130_length_11700_cov_6.486596__full	0	0	0	0	0	0	0	0	0	0	23.839746	0	0	0	0	0	8.840323	17.963448	0	0	0	11.989612	20.210176	0	0	8.154194	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3131_length_11698_cov_10.576601__full	0	0	0	102.42361	80.69867	88.99307	0	0	0	37.479603	38.52694	51.385223	58.65788	33.97787	54.860497	109.82548	82.5126	155.4947	149.54253	63.27814	186.40706	17.90177	65.46527	107.69174	38.495575	111.81586	21.014046	27.961227	44.74235	52.320473	54.206753	38.01857	57.31345	100.91899	128.48845	151.47691	100.10679	59.19617
NODE_3140_length_11679_cov_10.431520__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.867399	35.482124	47.04009	57.669846	33.84822	56.89785	23.619255	41.928883	75.94353	7.3853717	20.004625	7.0161896	11.625614	7.5524716	12.268189	6.9987473	19.91539	22.56047	0	21.581478	0	0	0
NODE_3143_length_11659_cov_6.183564__full	0	0	0	0	0	0	0	0	0	18.766483	0	0	0	26.01255	0	22.306786	14.286224	17.862728	26.59803	16.30389	39.674774	16.253983	25.767351	35.740128	7.6567235	13.255816	3.402645	0	0	7.0580173	0	19.84178	36.26518	0	23.699875	38.11642	30.035717	30.629501
NODE_3174_length_11589_cov_9.974151__full	0	0	0	0	0	28.414879	0	0	0	15.091969	0	0	0	0	0	27.100613	49.500923	51.771	41.545597	21.849762	57.10877	12.324172	28.864717	22.381664	4.0650673	15.562202	3.8333495	6.8445177	15.021172	16.776342	7.706322	14.1549	19.866756	0	0	0	0	14.538604
NODE_3178_length_11583_cov_6.760362__full	0	0	0	0	0	19.538626	0	36.28423	0	22.230299	21.247303	23.914682	0	10.375377	0	12.023321	21.277525	19.094744	18.933048	12.680012	55.058594	7.6041203	13.271985	35.05976	3.3052182	23.092703	8.673696	0	0	0	0	0	0	0	0	0	0	0
NODE_3193_length_11545_cov_25.473353__full	32.46895	0	22.579994	39.764065	0	43.05479	46.04514	37.96958	0	43.274643	49.590134	29.617529	40.109097	28.506094	0	52.209225	97.42615	111.702644	145.06941	94.09681	258.18378	42.27386	73.87306	117.50736	29.445063	86.4747	19.96266	20.810179	28.84908	35.499367	37.59462	69.82071	39.951057	36.578823	62.37233	70.1907	65.842545	43.18719
