"","T0.E.Dry.soil.A","T0.E.Dry.soil.B","T0.E.Dry.soil.C","T1.E.H218O.A","T1.E.H218O.B","T1.E.H218O.C","T1.E.H218O.P.A","T1.E.H218O.P.B","T1.E.H218O.P.C","T1.E.H2O.A","T1.E.H2O.B","T1.E.H2O.C","T1.E.H2O.P.A","T1.E.H2O.P.B","T1.E.H2O.P.C","T2.E.H218O.A","T2.E.H218O.B","T2.E.H218O.C","T2.E.H218O.P.A","T2.E.H218O.P.B","T2.E.H218O.P.C","T2.E.H2O.A","T2.E.H2O.B","T2.E.H2O.C","T2.E.H2O.P.A","T2.E.H2O.P.B","T2.E.H2O.P.C","T3.E.H218O.A","T3.E.H218O.B","T3.E.H218O.C","T3.E.H218O.P.A","T3.E.H218O.P.B","T3.E.H218O.P.C","T3.E.H2O.A","T3.E.H2O.B","T3.E.H2O.C","T3.E.H2O.P.A","T3.E.H2O.P.B","T3.E.H2O.P.C"
"NODE_274_length_21736_cov_68.293063__full",0.00352837904605235,0.0088071828141457,0,0,0,0,0,0,0,0.104780093691748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_275_length_21715_cov_58.235242__full",0.0133492004014263,0.00987112288252628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_277_length_21643_cov_111.880059__full",0.0262959721144663,0.0220884967982757,0,0,0,0,0,0,0,0.0395580126928377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_285_length_21073_cov_86.245494__full",0.0263309493091608,0.0191571680136442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_291_length_20650_cov_61.921074__full",0.021249350385385,0.0275372763652589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_292_length_20534_cov_72.539564__full",0.0334491929017471,0.02603365256466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_296_length_20311_cov_113.814764__full",0.0327597214599608,0.0316126554958346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_303_length_19996_cov_95.663919__full",0.0101433504332397,0.0127892871003647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_316_length_19168_cov_58.553464__full",0.011973853131058,0.00985530837188718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_317_length_19164_cov_64.226226__full",0.00821000269813559,0.0100468315822242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_319_length_19084_cov_76.022544__full",0.0185607499127013,0.0208915941408175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_322_length_18930_cov_48.885827__full",0.00596797409141738,0.00761582136122595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_327_length_18692_cov_50.756414__full",0.00658474744285983,0.00844891874593765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_328_length_18683_cov_80.042510__full",0.025343121233434,0.0262189566538434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
